Timestamp,Maintenance Type,Duration (hours),Downtime (hours)
2021-11-07 22:10:07.020702072,Preventive,21,19
2021-11-08 01:40:22.682268224,Corrective,13,35
2021-11-08 05:10:38.343834384,Corrective,20,16
2021-11-08 08:40:54.005400536,Corrective,13,47
2021-11-08 12:11:09.666966696,Routine,12,22
2021-11-08 15:41:25.328532848,Corrective,3,14
2021-11-08 19:11:40.990099008,Preventive,6,4
2021-11-08 22:41:56.651665168,Corrective,2,39
2021-11-09 02:12:12.313231320,Preventive,8,43
2021-11-09 05:42:27.974797480,Routine,7,34
2021-11-09 09:12:43.636363632,Preventive,12,6
2021-11-09 12:42:59.297929792,Corrective,9,43
2021-11-09 16:13:14.959495944,Corrective,7,19
2021-11-09 19:43:30.621062104,Corrective,2,8
2021-11-09 23:13:46.282628264,Preventive,8,41
2021-11-10 02:44:01.944194416,Preventive,5,20
2021-11-10 06:14:17.605760576,Routine,17,34
2021-11-10 09:44:33.267326728,Preventive,16,18
2021-11-10 13:14:48.928892888,Preventive,13,3
2021-11-10 16:45:04.590459040,Preventive,18,47
2021-11-10 20:15:20.252025200,Corrective,19,32
2021-11-10 23:45:35.913591360,Corrective,9,20
2021-11-11 03:15:51.575157512,Preventive,12,18
2021-11-11 06:46:07.236723672,Routine,6,27
2021-11-11 10:16:22.898289824,Preventive,8,35
2021-11-11 13:46:38.559855984,Corrective,5,38
2021-11-11 17:16:54.221422144,Routine,13,38
2021-11-11 20:47:09.882988296,Corrective,14,47
2021-11-12 00:17:25.544554456,Routine,6,1
2021-11-12 03:47:41.206120608,Corrective,8,4
2021-11-12 07:17:56.867686768,Routine,14,4
2021-11-12 10:48:12.529252920,Preventive,3,12
2021-11-12 14:18:28.190819080,Preventive,2,38
2021-11-12 17:48:43.852385240,Routine,7,37
2021-11-12 21:18:59.513951392,Preventive,6,2
2021-11-13 00:49:15.175517552,Corrective,6,25
2021-11-13 04:19:30.837083704,Routine,23,11
2021-11-13 07:49:46.498649864,Preventive,21,13
2021-11-13 11:20:02.160216016,Preventive,20,4
2021-11-13 14:50:17.821782176,Preventive,19,13
2021-11-13 18:20:33.483348336,Preventive,22,21
2021-11-13 21:50:49.144914488,Preventive,3,17
2021-11-14 01:21:04.806480648,Corrective,4,18
2021-11-14 04:51:20.468046800,Preventive,4,26
2021-11-14 08:21:36.129612960,Corrective,12,6
2021-11-14 11:51:51.791179112,Routine,10,11
2021-11-14 15:22:07.452745272,Preventive,12,31
2021-11-14 18:52:23.114311432,Corrective,15,47
2021-11-14 22:22:38.775877584,Corrective,12,15
2021-11-15 01:52:54.437443744,Corrective,20,44
2021-11-15 05:23:10.099009896,Routine,22,36
2021-11-15 08:53:25.760576056,Routine,23,16
2021-11-15 12:23:41.422142216,Routine,14,35
2021-11-15 15:53:57.083708368,Corrective,23,46
2021-11-15 19:24:12.745274528,Preventive,19,14
2021-11-15 22:54:28.406840680,Preventive,16,28
2021-11-16 02:24:44.068406840,Preventive,10,22
2021-11-16 05:54:59.729972992,Routine,16,13
2021-11-16 09:25:15.391539152,Corrective,12,23
2021-11-16 12:55:31.053105312,Corrective,18,8
2021-11-16 16:25:46.714671464,Corrective,8,47
2021-11-16 19:56:02.376237624,Corrective,20,41
2021-11-16 23:26:18.037803776,Corrective,19,6
2021-11-17 02:56:33.699369936,Corrective,19,27
2021-11-17 06:26:49.360936088,Preventive,2,43
2021-11-17 09:57:05.022502248,Preventive,18,8
2021-11-17 13:27:20.684068408,Corrective,6,34
2021-11-17 16:57:36.345634560,Corrective,15,26
2021-11-17 20:27:52.007200720,Corrective,14,26
2021-11-17 23:58:07.668766872,Preventive,11,1
2021-11-18 03:28:23.330333032,Routine,20,6
2021-11-18 06:58:38.991899184,Routine,23,37
2021-11-18 10:28:54.653465344,Corrective,15,1
2021-11-18 13:59:10.315031504,Preventive,14,31
2021-11-18 17:29:25.976597656,Routine,23,27
2021-11-18 20:59:41.638163816,Corrective,9,4
2021-11-19 00:29:57.299729968,Preventive,6,6
2021-11-19 04:00:12.961296128,Corrective,23,27
2021-11-19 07:30:28.622862288,Preventive,16,25
2021-11-19 11:00:44.284428440,Corrective,21,21
2021-11-19 14:30:59.945994600,Corrective,14,33
2021-11-19 18:01:15.607560752,Routine,20,39
2021-11-19 21:31:31.269126912,Routine,5,15
2021-11-20 01:01:46.930693064,Corrective,10,5
2021-11-20 04:32:02.592259224,Preventive,21,1
2021-11-20 08:02:18.253825384,Routine,1,22
2021-11-20 11:32:33.915391536,Corrective,3,12
2021-11-20 15:02:49.576957696,Preventive,4,21
2021-11-20 18:33:05.238523848,Routine,21,30
2021-11-20 22:03:20.900090008,Corrective,16,39
2021-11-21 01:33:36.561656160,Corrective,3,46
2021-11-21 05:03:52.223222320,Corrective,6,32
2021-11-21 08:34:07.884788480,Routine,7,17
2021-11-21 12:04:23.546354632,Corrective,9,36
2021-11-21 15:34:39.207920792,Routine,15,22
2021-11-21 19:04:54.869486944,Routine,9,34
2021-11-21 22:35:10.531053104,Preventive,14,44
2021-11-22 02:05:26.192619256,Corrective,13,19
2021-11-22 05:35:41.854185416,Corrective,17,32
2021-11-22 09:05:57.515751576,Routine,18,40
2021-11-22 12:36:13.177317728,Corrective,10,3
2021-11-22 16:06:28.838883888,Preventive,2,42
2021-11-22 19:36:44.500450040,Preventive,22,10
2021-11-22 23:07:00.162016200,Routine,21,42
2021-11-23 02:37:15.823582360,Corrective,5,30
2021-11-23 06:07:31.485148512,Routine,1,12
2021-11-23 09:37:47.146714672,Routine,5,6
2021-11-23 13:08:02.808280824,Corrective,8,16
2021-11-23 16:38:18.469846984,Routine,11,0
2021-11-23 20:08:34.131413136,Preventive,1,12
2021-11-23 23:38:49.792979296,Preventive,19,37
2021-11-24 03:09:05.454545456,Routine,9,37
2021-11-24 06:39:21.116111608,Corrective,4,29
2021-11-24 10:09:36.777677768,Corrective,13,27
2021-11-24 13:39:52.439243920,Preventive,3,37
2021-11-24 17:10:08.100810080,Corrective,17,46
2021-11-24 20:40:23.762376232,Preventive,5,37
2021-11-25 00:10:39.423942392,Routine,14,41
2021-11-25 03:40:55.085508552,Preventive,1,29
2021-11-25 07:11:10.747074704,Preventive,17,18
2021-11-25 10:41:26.408640864,Preventive,12,8
2021-11-25 14:11:42.070207016,Corrective,17,19
2021-11-25 17:41:57.731773176,Preventive,3,26
2021-11-25 21:12:13.393339328,Routine,21,13
2021-11-26 00:42:29.054905488,Routine,9,13
2021-11-26 04:12:44.716471648,Preventive,13,19
2021-11-26 07:43:00.378037800,Routine,5,30
2021-11-26 11:13:16.039603960,Corrective,19,37
2021-11-26 14:43:31.701170112,Routine,13,3
2021-11-26 18:13:47.362736272,Routine,4,30
2021-11-26 21:44:03.024302432,Routine,17,39
2021-11-27 01:14:18.685868584,Corrective,18,12
2021-11-27 04:44:34.347434744,Routine,1,40
2021-11-27 08:14:50.009000896,Preventive,4,22
2021-11-27 11:45:05.670567056,Routine,20,1
2021-11-27 15:15:21.332133208,Corrective,1,17
2021-11-27 18:45:36.993699368,Preventive,9,44
2021-11-27 22:15:52.655265528,Routine,7,31
2021-11-28 01:46:08.316831680,Corrective,23,27
2021-11-28 05:16:23.978397840,Routine,20,36
2021-11-28 08:46:39.639963992,Preventive,10,45
2021-11-28 12:16:55.301530152,Corrective,7,46
2021-11-28 15:47:10.963096304,Corrective,21,13
2021-11-28 19:17:26.624662464,Preventive,3,5
2021-11-28 22:47:42.286228624,Preventive,4,40
2021-11-29 02:17:57.947794776,Routine,4,7
2021-11-29 05:48:13.609360936,Routine,21,6
2021-11-29 09:18:29.270927088,Routine,19,31
2021-11-29 12:48:44.932493248,Corrective,17,21
2021-11-29 16:19:00.594059400,Routine,21,17
2021-11-29 19:49:16.255625560,Corrective,15,27
2021-11-29 23:19:31.917191720,Routine,18,39
2021-11-30 02:49:47.578757872,Preventive,15,13
2021-11-30 06:20:03.240324032,Routine,23,41
2021-11-30 09:50:18.901890184,Preventive,10,7
2021-11-30 13:20:34.563456344,Preventive,8,14
2021-11-30 16:50:50.225022504,Preventive,4,30
2021-11-30 20:21:05.886588656,Preventive,7,40
2021-11-30 23:51:21.548154816,Routine,10,20
2021-12-01 03:21:37.209720968,Corrective,8,40
2021-12-01 06:51:52.871287128,Routine,11,41
2021-12-01 10:22:08.532853280,Preventive,13,16
2021-12-01 13:52:24.194419440,Routine,4,37
2021-12-01 17:22:39.855985600,Corrective,16,21
2021-12-01 20:52:55.517551752,Preventive,5,2
2021-12-02 00:23:11.179117912,Routine,3,28
2021-12-02 03:53:26.840684064,Routine,6,4
2021-12-02 07:23:42.502250224,Corrective,18,36
2021-12-02 10:53:58.163816376,Routine,16,32
2021-12-02 14:24:13.825382536,Preventive,23,1
2021-12-02 17:54:29.486948696,Routine,1,47
2021-12-02 21:24:45.148514848,Preventive,13,9
2021-12-03 00:55:00.810081008,Routine,17,33
2021-12-03 04:25:16.471647160,Corrective,13,32
2021-12-03 07:55:32.133213320,Routine,9,38
2021-12-03 11:25:47.794779472,Preventive,7,35
2021-12-03 14:56:03.456345632,Corrective,7,45
2021-12-03 18:26:19.117911792,Preventive,17,4
2021-12-03 21:56:34.779477944,Routine,23,42
2021-12-04 01:26:50.441044104,Preventive,19,10
2021-12-04 04:57:06.102610256,Corrective,17,40
2021-12-04 08:27:21.764176416,Preventive,7,25
2021-12-04 11:57:37.425742576,Routine,7,12
2021-12-04 15:27:53.087308728,Corrective,7,5
2021-12-04 18:58:08.748874888,Corrective,7,8
2021-12-04 22:28:24.410441040,Routine,9,27
2021-12-05 01:58:40.072007200,Corrective,13,27
2021-12-05 05:28:55.733573352,Routine,4,31
2021-12-05 08:59:11.395139512,Corrective,23,18
2021-12-05 12:29:27.056705672,Preventive,21,0
2021-12-05 15:59:42.718271824,Preventive,4,41
2021-12-05 19:29:58.379837984,Routine,18,16
2021-12-05 23:00:14.041404136,Routine,13,30
2021-12-06 02:30:29.702970296,Preventive,6,30
2021-12-06 06:00:45.364536448,Routine,7,23
2021-12-06 09:31:01.026102608,Preventive,17,31
2021-12-06 13:01:16.687668768,Preventive,9,18
2021-12-06 16:31:32.349234920,Preventive,20,19
2021-12-06 20:01:48.010801080,Preventive,13,11
2021-12-06 23:32:03.672367232,Routine,6,19
2021-12-07 03:02:19.333933392,Preventive,16,2
2021-12-07 06:32:34.995499544,Corrective,23,4
2021-12-07 10:02:50.657065704,Routine,18,6
2021-12-07 13:33:06.318631864,Preventive,18,14
2021-12-07 17:03:21.980198016,Corrective,16,2
2021-12-07 20:33:37.641764176,Corrective,5,39
2021-12-08 00:03:53.303330328,Routine,1,6
2021-12-08 03:34:08.964896488,Corrective,11,23
2021-12-08 07:04:24.626462648,Routine,20,27
2021-12-08 10:34:40.288028800,Corrective,12,47
2021-12-08 14:04:55.949594960,Corrective,22,33
2021-12-08 17:35:11.611161112,Routine,13,31
2021-12-08 21:05:27.272727272,Corrective,13,16
2021-12-09 00:35:42.934293424,Preventive,10,27
2021-12-09 04:05:58.595859584,Preventive,17,26
2021-12-09 07:36:14.257425744,Routine,9,45
2021-12-09 11:06:29.918991896,Routine,22,37
2021-12-09 14:36:45.580558056,Preventive,21,7
2021-12-09 18:07:01.242124208,Corrective,6,28
2021-12-09 21:37:16.903690368,Routine,9,41
2021-12-10 01:07:32.565256520,Routine,5,23
2021-12-10 04:37:48.226822680,Preventive,20,26
2021-12-10 08:08:03.888388840,Corrective,9,12
2021-12-10 11:38:19.549954992,Routine,23,3
2021-12-10 15:08:35.211521152,Corrective,16,43
2021-12-10 18:38:50.873087304,Preventive,7,23
2021-12-10 22:09:06.534653464,Corrective,22,20
2021-12-11 01:39:22.196219616,Preventive,8,29
2021-12-11 05:09:37.857785776,Routine,7,0
2021-12-11 08:39:53.519351936,Corrective,9,17
2021-12-11 12:10:09.180918088,Preventive,20,14
2021-12-11 15:40:24.842484248,Preventive,21,22
2021-12-11 19:10:40.504050400,Preventive,7,44
2021-12-11 22:40:56.165616560,Routine,14,33
2021-12-12 02:11:11.827182720,Routine,11,11
2021-12-12 05:41:27.488748872,Preventive,19,9
2021-12-12 09:11:43.150315032,Corrective,20,19
2021-12-12 12:41:58.811881184,Preventive,14,20
2021-12-12 16:12:14.473447344,Corrective,3,4
2021-12-12 19:42:30.135013496,Corrective,19,23
2021-12-12 23:12:45.796579656,Corrective,19,9
2021-12-13 02:43:01.458145816,Corrective,4,35
2021-12-13 06:13:17.119711968,Corrective,20,25
2021-12-13 09:43:32.781278128,Corrective,10,43
2021-12-13 13:13:48.442844280,Routine,11,25
2021-12-13 16:44:04.104410440,Corrective,4,24
2021-12-13 20:14:19.765976592,Corrective,1,23
2021-12-13 23:44:35.427542752,Routine,16,42
2021-12-14 03:14:51.089108912,Preventive,1,11
2021-12-14 06:45:06.750675064,Corrective,6,2
2021-12-14 10:15:22.412241224,Corrective,13,26
2021-12-14 13:45:38.073807376,Routine,16,36
2021-12-14 17:15:53.735373536,Corrective,15,44
2021-12-14 20:46:09.396939688,Routine,18,9
2021-12-15 00:16:25.058505848,Routine,1,3
2021-12-15 03:46:40.720072008,Corrective,21,31
2021-12-15 07:16:56.381638160,Preventive,10,26
2021-12-15 10:47:12.043204320,Preventive,15,34
2021-12-15 14:17:27.704770472,Routine,19,12
2021-12-15 17:47:43.366336632,Routine,3,46
2021-12-15 21:17:59.027902792,Preventive,21,29
2021-12-16 00:48:14.689468944,Preventive,16,38
2021-12-16 04:18:30.351035104,Corrective,5,26
2021-12-16 07:48:46.012601256,Routine,11,24
2021-12-16 11:19:01.674167416,Routine,22,7
2021-12-16 14:49:17.335733568,Preventive,14,33
2021-12-16 18:19:32.997299728,Routine,16,5
2021-12-16 21:49:48.658865888,Preventive,10,46
2021-12-17 01:20:04.320432040,Corrective,23,11
2021-12-17 04:50:19.981998200,Corrective,17,7
2021-12-17 08:20:35.643564352,Preventive,1,0
2021-12-17 11:50:51.305130512,Routine,6,6
2021-12-17 15:21:06.966696664,Preventive,10,11
2021-12-17 18:51:22.628262824,Corrective,8,29
2021-12-17 22:21:38.289828984,Preventive,16,2
2021-12-18 01:51:53.951395136,Corrective,9,31
2021-12-18 05:22:09.612961296,Routine,5,1
2021-12-18 08:52:25.274527448,Routine,13,12
2021-12-18 12:22:40.936093608,Routine,17,19
2021-12-18 15:52:56.597659760,Preventive,4,46
2021-12-18 19:23:12.259225920,Preventive,12,12
2021-12-18 22:53:27.920792080,Corrective,9,41
2021-12-19 02:23:43.582358232,Routine,18,5
2021-12-19 05:53:59.243924392,Preventive,1,46
2021-12-19 09:24:14.905490544,Corrective,22,39
2021-12-19 12:54:30.567056704,Preventive,17,27
2021-12-19 16:24:46.228622864,Routine,1,21
2021-12-19 19:55:01.890189016,Preventive,7,24
2021-12-19 23:25:17.551755176,Corrective,12,13
2021-12-20 02:55:33.213321328,Corrective,10,28
2021-12-20 06:25:48.874887488,Routine,15,35
2021-12-20 09:56:04.536453640,Routine,7,1
2021-12-20 13:26:20.198019800,Corrective,13,29
2021-12-20 16:56:35.859585960,Routine,11,34
2021-12-20 20:26:51.521152112,Corrective,19,23
2021-12-20 23:57:07.182718272,Preventive,23,36
2021-12-21 03:27:22.844284424,Corrective,16,47
2021-12-21 06:57:38.505850584,Routine,12,30
2021-12-21 10:27:54.167416736,Preventive,2,13
2021-12-21 13:58:09.828982896,Preventive,7,8
2021-12-21 17:28:25.490549056,Corrective,23,8
2021-12-21 20:58:41.152115208,Preventive,7,42
2021-12-22 00:28:56.813681368,Routine,5,14
2021-12-22 03:59:12.475247520,Preventive,10,31
2021-12-22 07:29:28.136813680,Corrective,6,23
2021-12-22 10:59:43.798379832,Preventive,2,26
2021-12-22 14:29:59.459945992,Corrective,13,37
2021-12-22 18:00:15.121512152,Preventive,2,19
2021-12-22 21:30:30.783078304,Preventive,16,2
2021-12-23 01:00:46.444644464,Routine,13,33
2021-12-23 04:31:02.106210616,Preventive,4,43
2021-12-23 08:01:17.767776776,Routine,4,35
2021-12-23 11:31:33.429342936,Corrective,8,3
2021-12-23 15:01:49.090909088,Corrective,15,23
2021-12-23 18:32:04.752475248,Routine,9,38
2021-12-23 22:02:20.414041400,Routine,13,0
2021-12-24 01:32:36.075607560,Corrective,9,20
2021-12-24 05:02:51.737173712,Routine,4,15
2021-12-24 08:33:07.398739872,Preventive,3,47
2021-12-24 12:03:23.060306032,Routine,6,36
2021-12-24 15:33:38.721872184,Routine,9,15
2021-12-24 19:03:54.383438344,Preventive,12,6
2021-12-24 22:34:10.045004496,Corrective,13,10
2021-12-25 02:04:25.706570656,Preventive,9,0
2021-12-25 05:34:41.368136808,Routine,9,13
2021-12-25 09:04:57.029702968,Preventive,5,43
2021-12-25 12:35:12.691269128,Routine,8,46
2021-12-25 16:05:28.352835280,Corrective,15,41
2021-12-25 19:35:44.014401440,Corrective,4,33
2021-12-25 23:05:59.675967592,Corrective,18,6
2021-12-26 02:36:15.337533752,Routine,19,7
2021-12-26 06:06:30.999099904,Corrective,13,34
2021-12-26 09:36:46.660666064,Preventive,18,34
2021-12-26 13:07:02.322232224,Preventive,5,41
2021-12-26 16:37:17.983798376,Routine,2,15
2021-12-26 20:07:33.645364536,Preventive,1,47
2021-12-26 23:37:49.306930688,Preventive,1,4
2021-12-27 03:08:04.968496848,Corrective,21,39
2021-12-27 06:38:20.630063008,Routine,9,6
2021-12-27 10:08:36.291629160,Routine,21,16
2021-12-27 13:38:51.953195320,Preventive,5,0
2021-12-27 17:09:07.614761472,Preventive,23,35
2021-12-27 20:39:23.276327632,Preventive,17,35
2021-12-28 00:09:38.937893784,Routine,5,32
2021-12-28 03:39:54.599459944,Preventive,13,38
2021-12-28 07:10:10.261026104,Routine,21,13
2021-12-28 10:40:25.922592256,Corrective,4,26
2021-12-28 14:10:41.584158416,Preventive,7,40
2021-12-28 17:40:57.245724568,Preventive,22,31
2021-12-28 21:11:12.907290728,Preventive,8,37
2021-12-29 00:41:28.568856880,Preventive,13,30
2021-12-29 04:11:44.230423040,Routine,12,3
2021-12-29 07:41:59.891989200,Routine,18,23
2021-12-29 11:12:15.553555352,Preventive,17,35
2021-12-29 14:42:31.215121512,Routine,22,18
2021-12-29 18:12:46.876687664,Routine,2,11
2021-12-29 21:43:02.538253824,Routine,17,20
2021-12-30 01:13:18.199819976,Corrective,18,5
2021-12-30 04:43:33.861386136,Routine,8,14
2021-12-30 08:13:49.522952296,Preventive,2,27
2021-12-30 11:44:05.184518448,Corrective,8,40
2021-12-30 15:14:20.846084608,Routine,21,30
2021-12-30 18:44:36.507650760,Corrective,6,33
2021-12-30 22:14:52.169216920,Corrective,12,45
2021-12-31 01:45:07.830783080,Corrective,18,33
2021-12-31 05:15:23.492349232,Preventive,11,15
2021-12-31 08:45:39.153915392,Preventive,11,17
2021-12-31 12:15:54.815481544,Corrective,1,39
2021-12-31 15:46:10.477047704,Routine,18,21
2021-12-31 19:16:26.138613856,Corrective,3,4
2021-12-31 22:46:41.800180016,Preventive,9,46
2022-01-01 02:16:57.461746176,Corrective,9,31
2022-01-01 05:47:13.123312328,Routine,23,10
2022-01-01 09:17:28.784878488,Routine,20,18
2022-01-01 12:47:44.446444640,Corrective,12,41
2022-01-01 16:18:00.108010800,Routine,21,7
2022-01-01 19:48:15.769576952,Preventive,6,41
2022-01-01 23:18:31.431143112,Routine,17,39
2022-01-02 02:48:47.092709272,Routine,4,37
2022-01-02 06:19:02.754275424,Corrective,20,31
2022-01-02 09:49:18.415841584,Corrective,8,44
2022-01-02 13:19:34.077407736,Preventive,6,5
2022-01-02 16:49:49.738973896,Routine,1,31
2022-01-02 20:20:05.400540048,Preventive,12,8
2022-01-02 23:50:21.062106208,Corrective,12,2
2022-01-03 03:20:36.723672368,Corrective,3,19
2022-01-03 06:50:52.385238520,Preventive,1,39
2022-01-03 10:21:08.046804680,Routine,12,42
2022-01-03 13:51:23.708370832,Routine,14,15
2022-01-03 17:21:39.369936992,Preventive,15,44
2022-01-03 20:51:55.031503152,Preventive,4,30
2022-01-04 00:22:10.693069304,Corrective,10,39
2022-01-04 03:52:26.354635464,Preventive,10,21
2022-01-04 07:22:42.016201616,Corrective,10,43
2022-01-04 10:52:57.677767776,Preventive,6,30
2022-01-04 14:23:13.339333928,Corrective,9,2
2022-01-04 17:53:29.000900088,Corrective,8,22
2022-01-04 21:23:44.662466248,Routine,11,19
2022-01-05 00:54:00.324032400,Preventive,22,23
2022-01-05 04:24:15.985598560,Corrective,11,23
2022-01-05 07:54:31.647164712,Routine,8,28
2022-01-05 11:24:47.308730872,Corrective,6,2
2022-01-05 14:55:02.970297024,Preventive,7,24
2022-01-05 18:25:18.631863184,Corrective,15,21
2022-01-05 21:55:34.293429344,Corrective,19,13
2022-01-06 01:25:49.954995496,Preventive,19,36
2022-01-06 04:56:05.616561656,Preventive,1,19
2022-01-06 08:26:21.278127808,Preventive,7,0
2022-01-06 11:56:36.939693968,Corrective,19,27
2022-01-06 15:26:52.601260120,Corrective,19,33
2022-01-06 18:57:08.262826280,Preventive,22,23
2022-01-06 22:27:23.924392440,Corrective,18,9
2022-01-07 01:57:39.585958592,Preventive,23,3
2022-01-07 05:27:55.247524752,Preventive,1,44
2022-01-07 08:58:10.909090904,Routine,11,46
2022-01-07 12:28:26.570657064,Routine,5,1
2022-01-07 15:58:42.232223224,Routine,11,18
2022-01-07 19:28:57.893789376,Preventive,2,24
2022-01-07 22:59:13.555355536,Corrective,18,44
2022-01-08 02:29:29.216921688,Routine,9,6
2022-01-08 05:59:44.878487848,Corrective,19,24
2022-01-08 09:30:00.540054000,Preventive,10,31
2022-01-08 13:00:16.201620160,Corrective,15,31
2022-01-08 16:30:31.863186320,Corrective,3,13
2022-01-08 20:00:47.524752472,Corrective,14,45
2022-01-08 23:31:03.186318632,Preventive,15,26
2022-01-09 03:01:18.847884784,Corrective,14,37
2022-01-09 06:31:34.509450944,Preventive,18,31
2022-01-09 10:01:50.171017096,Preventive,22,46
2022-01-09 13:32:05.832583256,Routine,22,35
2022-01-09 17:02:21.494149416,Routine,8,28
2022-01-09 20:32:37.155715568,Routine,2,6
2022-01-10 00:02:52.817281728,Preventive,11,43
2022-01-10 03:33:08.478847880,Preventive,3,22
2022-01-10 07:03:24.140414040,Corrective,21,24
2022-01-10 10:33:39.801980192,Corrective,17,40
2022-01-10 14:03:55.463546352,Corrective,21,24
2022-01-10 17:34:11.125112512,Preventive,2,40
2022-01-10 21:04:26.786678664,Preventive,6,28
2022-01-11 00:34:42.448244824,Routine,4,1
2022-01-11 04:04:58.109810976,Corrective,3,12
2022-01-11 07:35:13.771377136,Corrective,5,31
2022-01-11 11:05:29.432943296,Preventive,3,7
2022-01-11 14:35:45.094509448,Routine,22,19
2022-01-11 18:06:00.756075608,Routine,17,30
2022-01-11 21:36:16.417641760,Routine,14,19
2022-01-12 01:06:32.079207920,Routine,21,26
2022-01-12 04:36:47.740774072,Corrective,13,1
2022-01-12 08:07:03.402340232,Corrective,7,14
2022-01-12 11:37:19.063906392,Routine,13,43
2022-01-12 15:07:34.725472544,Preventive,18,39
2022-01-12 18:37:50.387038704,Corrective,20,47
2022-01-12 22:08:06.048604856,Corrective,13,20
2022-01-13 01:38:21.710171016,Routine,22,19
2022-01-13 05:08:37.371737168,Corrective,13,38
2022-01-13 08:38:53.033303328,Preventive,15,39
2022-01-13 12:09:08.694869488,Corrective,15,34
2022-01-13 15:39:24.356435640,Routine,5,36
2022-01-13 19:09:40.018001800,Preventive,6,4
2022-01-13 22:39:55.679567952,Preventive,18,9
2022-01-14 02:10:11.341134112,Corrective,13,33
2022-01-14 05:40:27.002700264,Preventive,12,11
2022-01-14 09:10:42.664266424,Routine,3,15
2022-01-14 12:40:58.325832584,Corrective,2,34
2022-01-14 16:11:13.987398736,Preventive,12,40
2022-01-14 19:41:29.648964896,Corrective,2,25
2022-01-14 23:11:45.310531048,Routine,20,42
2022-01-15 02:42:00.972097208,Corrective,11,42
2022-01-15 06:12:16.633663368,Corrective,18,42
2022-01-15 09:42:32.295229520,Preventive,8,42
2022-01-15 13:12:47.956795680,Corrective,13,35
2022-01-15 16:43:03.618361832,Preventive,16,33
2022-01-15 20:13:19.279927992,Routine,14,45
2022-01-15 23:43:34.941494144,Preventive,6,41
2022-01-16 03:13:50.603060304,Routine,3,25
2022-01-16 06:44:06.264626464,Corrective,17,45
2022-01-16 10:14:21.926192616,Corrective,3,18
2022-01-16 13:44:37.587758776,Corrective,8,4
2022-01-16 17:14:53.249324928,Corrective,2,29
2022-01-16 20:45:08.910891088,Routine,21,2
2022-01-17 00:15:24.572457240,Preventive,13,32
2022-01-17 03:45:40.234023400,Routine,9,23
2022-01-17 07:15:55.895589560,Routine,19,23
2022-01-17 10:46:11.557155712,Preventive,5,27
2022-01-17 14:16:27.218721872,Routine,19,43
2022-01-17 17:46:42.880288024,Routine,7,30
2022-01-17 21:16:58.541854184,Routine,3,31
2022-01-18 00:47:14.203420336,Routine,22,6
2022-01-18 04:17:29.864986496,Preventive,19,3
2022-01-18 07:47:45.526552656,Corrective,20,46
2022-01-18 11:18:01.188118808,Corrective,12,30
2022-01-18 14:48:16.849684968,Preventive,9,9
2022-01-18 18:18:32.511251120,Routine,8,6
2022-01-18 21:48:48.172817280,Corrective,5,11
2022-01-19 01:19:03.834383440,Preventive,5,46
2022-01-19 04:49:19.495949592,Corrective,5,10
2022-01-19 08:19:35.157515752,Routine,7,33
2022-01-19 11:49:50.819081904,Preventive,12,46
2022-01-19 15:20:06.480648064,Routine,19,8
2022-01-19 18:50:22.142214216,Preventive,8,33
2022-01-19 22:20:37.803780376,Routine,1,7
2022-01-20 01:50:53.465346536,Routine,1,16
2022-01-20 05:21:09.126912688,Preventive,21,37
2022-01-20 08:51:24.788478848,Corrective,5,47
2022-01-20 12:21:40.450045000,Corrective,19,45
2022-01-20 15:51:56.111611160,Corrective,6,4
2022-01-20 19:22:11.773177312,Corrective,6,15
2022-01-20 22:52:27.434743472,Preventive,13,13
2022-01-21 02:22:43.096309632,Corrective,22,36
2022-01-21 05:52:58.757875784,Preventive,23,47
2022-01-21 09:23:14.419441944,Corrective,16,21
2022-01-21 12:53:30.081008096,Routine,19,27
2022-01-21 16:23:45.742574256,Preventive,2,44
2022-01-21 19:54:01.404140408,Corrective,3,35
2022-01-21 23:24:17.065706568,Corrective,14,16
2022-01-22 02:54:32.727272728,Corrective,17,17
2022-01-22 06:24:48.388838880,Preventive,7,32
2022-01-22 09:55:04.050405040,Preventive,20,45
2022-01-22 13:25:19.711971192,Preventive,2,21
2022-01-22 16:55:35.373537352,Routine,3,9
2022-01-22 20:25:51.035103512,Corrective,3,21
2022-01-22 23:56:06.696669664,Preventive,1,41
2022-01-23 03:26:22.358235824,Corrective,8,37
2022-01-23 06:56:38.019801976,Routine,12,27
2022-01-23 10:26:53.681368136,Routine,2,1
2022-01-23 13:57:09.342934288,Corrective,15,5
2022-01-23 17:27:25.004500448,Routine,11,34
2022-01-23 20:57:40.666066608,Preventive,12,36
2022-01-24 00:27:56.327632760,Corrective,21,14
2022-01-24 03:58:11.989198920,Preventive,16,35
2022-01-24 07:28:27.650765072,Preventive,5,39
2022-01-24 10:58:43.312331232,Corrective,13,21
2022-01-24 14:28:58.973897384,Routine,15,37
2022-01-24 17:59:14.635463544,Routine,1,15
2022-01-24 21:29:30.297029704,Preventive,13,21
2022-01-25 00:59:45.958595856,Corrective,12,25
2022-01-25 04:30:01.620162016,Preventive,13,22
2022-01-25 08:00:17.281728168,Routine,17,17
2022-01-25 11:30:32.943294328,Routine,23,36
2022-01-25 15:00:48.604860480,Corrective,18,36
2022-01-25 18:31:04.266426640,Corrective,18,24
2022-01-25 22:01:19.927992800,Preventive,6,6
2022-01-26 01:31:35.589558952,Corrective,14,23
